Category,City,Country,CustomerName,OrderDate,Region,Segment,ShipDate,ShipMode,ShipStatus,State,SubCategory,DaystoShipActual,DaystoShipScheduled,Discount,NumberofRecords,Profit,ProfitperOrder,ProfitRatio,Quantity,Sales,SalesForecast,SalesperCustomer,saleswodic
Furniture,Paterson,United States,Becky Pak,6/28/2016,East,Consumer,6/30/2016,Second Class,Shipped Early,New Jersey,Chairs,2,3,0,1,41,41,0.34,2,122,183,121.96,122
Office Supplies,Paterson,United States,Becky Pak,6/28/2016,East,Consumer,6/30/2016,Second Class,Shipped Early,New Jersey,Appliances,2,3,0,1,4,4,0.45,2,9,13,8.74,9
Office Supplies,Paterson,United States,Becky Pak,6/28/2016,East,Consumer,6/30/2016,Second Class,Shipped Early,New Jersey,Paper,2,3,0,1,16,16,0.25,2,62,93,61.96,62
Office Supplies,Paterson,United States,Becky Pak,6/28/2016,East,Consumer,6/30/2016,Second Class,Shipped Early,New Jersey,Binders,2,3,0,1,1,1,0.17,2,8,12,7.96,8
Office Supplies,Paterson,United States,Becky Pak,6/28/2016,East,Consumer,6/30/2016,Second Class,Shipped Early,New Jersey,Appliances,2,3,0,1,72,72,0.26,4,275,412,275.24,275
Furniture,Lakewood,United States,Theresa Coyne,9/15/2017,East,Corporate,9/19/2017,Standard Class,Shipped Early,New Jersey,Furnishings,4,6,0,1,21,21,0.45,5,47,71,47.4,47
Furniture,Lakewood,United States,Theresa Coyne,9/15/2017,East,Corporate,9/19/2017,Standard Class,Shipped Early,New Jersey,Chairs,4,6,0,1,241,241,0.47,4,513,768,512.96,513
Technology,Lakewood,United States,Theresa Coyne,9/15/2017,East,Corporate,9/19/2017,Standard Class,Shipped Early,New Jersey,Phones,4,6,0,1,174,174,0.44,6,396,593,395.94,396
Office Supplies,Lakewood,United States,Theresa Coyne,9/15/2017,East,Corporate,9/19/2017,Standard Class,Shipped Early,New Jersey,Storage,4,6,0,1,33,33,0.4,2,82,123,81.96,82
Office Supplies,Greensboro,United States,Barry Gonzalez,12/2/2017,South,Consumer,12/8/2017,Standard Class,Shipped On Time,North Carolina,Art,6,6,0.2,1,9,9,0.28,1,33,49,32.78,41
Office Supplies,New York City,United States,Denny Ordway,6/26/2017,East,Consumer,6/30/2017,Standard Class,Shipped Early,New York,Storage,4,6,0,1,71,71,0.26,3,273,409,272.94,273
Furniture,New York City,United States,Darren Budd,7/24/2016,East,Corporate,7/26/2016,Second Class,Shipped Early,New York,Chairs,2,3,0.1,1,0,0,0,2,254,380,253.76,282
Office Supplies,Chicago,United States,Rob Lucas,9/2/2016,Central,Consumer,9/8/2016,Standard Class,Shipped On Time,Illinois,Labels,6,6,0.2,1,2,2,0.08,5,29,44,29.24,36
Office Supplies,Chicago,United States,Rob Lucas,9/2/2016,Central,Consumer,9/8/2016,Standard Class,Shipped On Time,Illinois,Storage,6,6,0.2,1,0,0,0,2,35,53,35.17,44
Technology,Chicago,United States,Rob Lucas,9/2/2016,Central,Consumer,9/8/2016,Standard Class,Shipped On Time,Illinois,Machines,6,6,0.3,1,164,164,0.12,3,1363,2041,1362.9,1947
Furniture,Chicago,United States,Sarah Jordon,4/20/2017,Central,Consumer,4/24/2017,Standard Class,Shipped Early,Illinois,Chairs,4,6,0.3,1,108,108,0.34,3,317,475,317.06,453
Office Supplies,Chicago,United States,Sarah Jordon,4/20/2017,Central,Consumer,4/24/2017,Standard Class,Shipped Early,Illinois,Art,4,6,0.2,1,-4,-4,-0.24,2,16,24,15.76,20
Furniture,Chicago,United States,Sarah Jordon,4/20/2017,Central,Consumer,4/24/2017,Standard Class,Shipped Early,Illinois,Furnishings,4,6,0.6,1,0,0,-0.01,5,15,22,14.56,38
Office Supplies,Lakewood,United States,Charles Sheldon,8/12/2014,East,Corporate,8/16/2014,Standard Class,Shipped Early,New Jersey,Binders,4,6,0,1,-12,-12,-0.06,7,196,294,196.21,196
Office Supplies,Columbus,United States,Julie Prescott,9/19/2017,South,Home Office,9/23/2017,Standard Class,Shipped Early,Georgia,Art,4,6,0,1,8,8,0.23,5,35,53,35.4,35
Office Supplies,Phoenix,United States,Nick Crebassa,12/9/2017,West,Corporate,12/13/2017,Standard Class,Shipped Early,Arizona,Paper,4,6,0.2,1,-180,-180,-0.43,5,419,628,419.4,524
Office Supplies,Phoenix,United States,Nick Crebassa,12/9/2017,West,Corporate,12/13/2017,Standard Class,Shipped Early,Arizona,Binders,4,6,0.7,1,7,7,0.5,3,13,19,13.01,43
Office Supplies,Los Angeles,United States,Carl Weiss,11/4/2016,West,Home Office,11/8/2016,Standard Class,Shipped Early,California,Binders,4,6,0.2,1,3,3,0.38,2,8,12,7.71,10
Office Supplies,Los Angeles,United States,Carl Weiss,11/4/2016,West,Home Office,11/8/2016,Standard Class,Shipped Early,California,Binders,4,6,0.2,1,1,1,0.35,1,4,6,4.18,5
Office Supplies,Los Angeles,United States,Carl Weiss,11/4/2016,West,Home Office,11/8/2016,Standard Class,Shipped Early,California,Paper,4,6,0,1,-30,-30,-0.77,6,39,58,38.88,39
Office Supplies,New York City,United States,Chad McGuire,3/29/2015,East,Consumer,4/4/2015,Standard Class,Shipped On Time,New York,Paper,6,6,0,1,6,6,0.36,4,18,26,17.64,18
Office Supplies,San Antonio,United States,Pete Takahito,9/5/2016,Central,Consumer,9/11/2016,Standard Class,Shipped On Time,Texas,Storage,6,6,0.2,1,29,29,0.31,3,93,140,93.46,116
Technology,New York City,United States,Craig Leslie,1/28/2017,East,Home Office,2/1/2017,Standard Class,Shipped Early,New York,Accessories,4,6,0,1,216,216,0.48,9,450,674,449.91,450
Furniture,Baltimore,United States,Herbert Flentye,9/3/2016,East,Consumer,9/8/2016,Second Class,Shipped Late,Maryland,Bookcases,5,3,0.15,1,91,91,0.31,3,293,517,344.94,345
Furniture,Baltimore,United States,Herbert Flentye,9/3/2016,East,Consumer,9/8/2016,Second Class,Shipped Late,Maryland,Furnishings,5,3,0,1,-3,-3,-0.19,2,15,22,14.76,15
Office Supplies,Baltimore,United States,Herbert Flentye,9/3/2016,East,Consumer,9/8/2016,Second Class,Shipped Late,Maryland,Binders,5,3,0,1,5,5,0.35,2,13,19,12.76,13
Office Supplies,Baltimore,United States,Herbert Flentye,9/3/2016,East,Consumer,9/8/2016,Second Class,Shipped Late,Maryland,Labels,5,3,0,1,5,5,0.09,8,58,88,58.48,58
Furniture,Philadelphia,United States,John Castell,7/25/2017,East,Consumer,7/28/2017,Second Class,Shipped On Time,Pennsylvania,Furnishings,3,3,0.2,1,6,6,0.29,4,20,30,20.1,25
Office Supplies,Philadelphia,United States,John Castell,7/25/2017,East,Consumer,7/28/2017,Second Class,Shipped On Time,Pennsylvania,Supplies,3,3,0.12,1,23,23,0.54,3,42,57,37.75,48
Furniture,Philadelphia,United States,John Castell,7/25/2017,East,Consumer,7/28/2017,Second Class,Shipped On Time,Pennsylvania,Tables,3,3,0.2,1,124,124,0.67,1,185,208,138.59,232
Office Supplies,Philadelphia,United States,John Castell,7/25/2017,East,Consumer,7/28/2017,Second Class,Shipped On Time,Pennsylvania,Storage,3,3,0.2,1,39,39,0.15,5,260,389,259.92,325
Office Supplies,Philadelphia,United States,John Castell,7/25/2017,East,Consumer,7/28/2017,Second Class,Shipped On Time,Pennsylvania,Paper,3,3,0.2,1,2,2,0.11,4,21,31,20.74,26
Furniture,Atlanta,United States,Jonathan Howell,9/13/2015,South,Consumer,9/20/2015,Standard Class,Shipped Late,Georgia,Furnishings,7,6,0,1,-33,-33,-0.25,3,130,195,129.93,130
Office Supplies,Atlanta,United States,Jonathan Howell,9/13/2015,South,Consumer,9/20/2015,Standard Class,Shipped Late,Georgia,Paper,7,6,0,1,-7,-7,-0.1,7,70,105,69.93,70
Office Supplies,Durham,United States,Corey Catlett,9/7/2015,South,Corporate,9/9/2015,Second Class,Shipped Early,North Carolina,Art,2,3,0.2,1,49,49,0.35,4,141,211,140.74,176
Office Supplies,Roseville,United States,Ionia McGrath,11/16/2016,West,Consumer,11/17/2016,First Class,Shipped On Time,California,Binders,1,1,0.2,1,1,1,0.1,5,8,12,8.32,10
Furniture,Sacramento,United States,Ben Ferrer,11/10/2016,West,Home Office,11/15/2016,Standard Class,Shipped Early,California,Furnishings,5,6,0,1,5,5,0.45,1,10,15,9.98,10
Office Supplies,Fairfield,United States,Christine Sundaresam,8/15/2014,East,Consumer,8/18/2014,First Class,Shipped Late,Connecticut,Binders,3,1,0,1,6,6,0.09,3,63,94,62.94,63
Office Supplies,Chicago,United States,Matt Connell,11/16/2015,Central,Corporate,11/20/2015,Standard Class,Shipped Early,Illinois,Storage,4,6,0.2,1,7,7,0.34,2,21,32,21.49,26
Technology,Chicago,United States,Matt Connell,11/16/2015,Central,Corporate,11/20/2015,Standard Class,Shipped Early,Illinois,Phones,4,6,0.2,1,67,67,0.28,3,240,359,239.98,300
Furniture,Chicago,United States,Matt Connell,11/16/2015,Central,Corporate,11/20/2015,Standard Class,Shipped Early,Illinois,Furnishings,4,6,0.6,1,17,17,0.48,2,35,52,34.5,88
Furniture,Houston,United States,Mick Crebagga,8/25/2015,Central,Consumer,8/25/2015,Same Day,Shipped On Time,Texas,Furnishings,0,0,0.6,1,2,2,0.08,2,20,30,20.1,50
Office Supplies,Houston,United States,Mick Crebagga,8/25/2015,Central,Consumer,8/25/2015,Same Day,Shipped On Time,Texas,Binders,0,0,0.8,1,0,0,0.11,1,4,6,3.8,20
Furniture,Houston,United States,Mick Crebagga,8/25/2015,Central,Consumer,8/25/2015,Same Day,Shipped On Time,Texas,Furnishings,0,0,0.6,1,-4,-4,-0.45,5,8,12,7.88,20
Furniture,Phoenix,United States,Laurel Workman,12/25/2016,West,Corporate,1/1/2017,Standard Class,Shipped Late,Arizona,Tables,7,6,0.2,1,-30,-30,-0.53,1,56,53,35.45,70
Technology,Phoenix,United States,Laurel Workman,12/25/2016,West,Corporate,1/1/2017,Standard Class,Shipped Late,Arizona,Machines,7,6,0.7,1,-432,-432,-1.6,2,270,404,269.97,900
Technology,Phoenix,United States,Laurel Workman,12/25/2016,West,Corporate,1/1/2017,Standard Class,Shipped Late,Arizona,Accessories,7,6,0.2,1,-23,-23,-0.5,3,45,68,45.12,56
Technology,Phoenix,United States,Laurel Workman,12/25/2016,West,Corporate,1/1/2017,Standard Class,Shipped Late,Arizona,Accessories,7,6,0.2,1,-69,-69,-0.68,2,101,151,100.8,126
Furniture,Phoenix,United States,Laurel Workman,12/25/2016,West,Corporate,1/1/2017,Standard Class,Shipped Late,Arizona,Chairs,7,6,0.2,1,-69,-69,-1.43,2,48,72,47.97,60
Technology,Pomona,United States,Keith Herrera,10/5/2014,West,Consumer,10/6/2014,First Class,Shipped On Time,California,Accessories,1,1,0,1,-18,-18,-0.18,2,100,150,99.98,100
Office Supplies,Atlanta,United States,Robert Barroso,11/22/2014,South,Corporate,11/25/2014,First Class,Shipped Late,Georgia,Paper,3,1,0,1,2,2,0.21,2,10,15,9.96,10
Office Supplies,Everett,United States,Giulietta Dortch,12/25/2017,West,Corporate,12/29/2017,Standard Class,Shipped Early,Washington,Binders,4,6,0.2,1,0,0,0.09,1,4,6,3.86,5
Office Supplies,Houston,United States,Ed Braxton,3/31/2015,Central,Corporate,4/5/2015,Standard Class,Shipped Early,Texas,Paper,5,6,0.2,1,34,34,0.35,3,98,147,98.38,123
Furniture,Houston,United States,Ed Braxton,3/31/2015,Central,Corporate,4/5/2015,Standard Class,Shipped Early,Texas,Furnishings,5,6,0.6,1,11,11,0.49,3,22,34,22.38,55
Office Supplies,Philadelphia,United States,Pamela Stobb,9/14/2017,East,Consumer,9/15/2017,First Class,Shipped On Time,Pennsylvania,Binders,1,1,0.7,1,1,1,0.36,2,4,6,3.88,13
Technology,Philadelphia,United States,Pamela Stobb,9/14/2017,East,Consumer,9/15/2017,First Class,Shipped On Time,Pennsylvania,Machines,1,1,0.7,1,5,5,0.36,1,13,19,12.59,43
Furniture,Philadelphia,United States,Pamela Stobb,9/14/2017,East,Consumer,9/15/2017,First Class,Shipped On Time,Pennsylvania,Chairs,1,1,0.3,1,-40,-40,-0.35,2,113,170,113.37,161
Office Supplies,Philadelphia,United States,Pamela Stobb,9/14/2017,East,Consumer,9/15/2017,First Class,Shipped On Time,Pennsylvania,Binders,1,1,0.7,1,-12,-12,-0.67,4,18,27,18.31,60
Furniture,Philadelphia,United States,Pamela Stobb,9/14/2017,East,Consumer,9/15/2017,First Class,Shipped On Time,Pennsylvania,Furnishings,1,1,0.2,1,-183,-183,-1.43,8,128,192,127.94,160
Technology,Philadelphia,United States,Pamela Stobb,9/14/2017,East,Consumer,9/15/2017,First Class,Shipped On Time,Pennsylvania,Machines,1,1,0.7,1,-63,-63,-0.26,2,241,361,241.17,803
Furniture,Seattle,United States,Gary Hwang,6/17/2014,West,Consumer,6/21/2014,Standard Class,Shipped Early,Washington,Furnishings,4,6,0,1,-4,-4,-0.67,3,6,9,6.24,6
Office Supplies,Seattle,United States,Gary Hwang,6/17/2014,West,Consumer,6/21/2014,Standard Class,Shipped Early,Washington,Fasteners,4,6,0,1,1,1,0.04,5,18,27,17.9,18
Office Supplies,Seattle,United States,Gary Hwang,6/17/2014,West,Consumer,6/21/2014,Standard Class,Shipped Early,Washington,Binders,4,6,0.2,1,-2286,-2286,-0.7,3,3266,4892,3266.38,4083
Office Supplies,Peoria,United States,Lori Olson,12/28/2017,Central,Corporate,1/1/2018,Standard Class,Shipped Early,Illinois,Binders,4,6,0.8,1,1,1,0.42,5,2,3,1.68,10
Furniture,Peoria,United States,Lori Olson,12/28/2017,Central,Corporate,1/1/2018,Standard Class,Shipped Early,Illinois,Furnishings,4,6,0.6,1,4,4,0.5,3,8,12,7.97,20
Furniture,Peoria,United States,Lori Olson,12/28/2017,Central,Corporate,1/1/2018,Standard Class,Shipped Early,Illinois,Chairs,4,6,0.3,1,37,37,0.33,2,113,170,113.37,161
Furniture,Peoria,United States,Lori Olson,12/28/2017,Central,Corporate,1/1/2018,Standard Class,Shipped Early,Illinois,Furnishings,4,6,0.6,1,-5,-5,-1.6,2,3,4,2.96,8
Office Supplies,Los Angeles,United States,Cindy Stewart,11/2/2017,West,Consumer,11/7/2017,Standard Class,Shipped Early,California,Appliances,5,6,0,1,-50,-50,-0.3,5,168,252,168.1,168
Office Supplies,Montgomery,United States,Yana Sorensen,7/25/2015,South,Corporate,7/29/2015,Standard Class,Shipped Early,Alabama,Envelopes,4,6,0,1,-3,-3,-0.03,9,98,147,98.46,98
Furniture,Montgomery,United States,Yana Sorensen,7/25/2015,South,Corporate,7/29/2015,Standard Class,Shipped Early,Alabama,Tables,4,6,0.2,1,-195,-195,-0.68,2,287,537,358.58,359
Office Supplies,Lafayette,United States,Tamara Chand,10/2/2016,Central,Corporate,10/9/2016,Standard Class,Shipped Late,Indiana,Storage,7,6,0,1,8,8,0.26,2,32,49,32.48,32
Technology,Lafayette,United States,Tamara Chand,10/2/2016,Central,Corporate,10/9/2016,Standard Class,Shipped Late,Indiana,Copiers,7,6,0,1,8750,8750,0.5,5,17500,26208,17499.95,17500
Office Supplies,Lafayette,United States,Tamara Chand,10/2/2016,Central,Corporate,10/9/2016,Standard Class,Shipped Late,Indiana,Binders,7,6,0,1,81,81,0.11,2,736,1102,735.98,736
Office Supplies,Lafayette,United States,Tamara Chand,10/2/2016,Central,Corporate,10/9/2016,Standard Class,Shipped Late,Indiana,Binders,7,6,0,1,5,5,0.15,7,34,51,34.37,34
Office Supplies,Lafayette,United States,Tamara Chand,10/2/2016,Central,Corporate,10/9/2016,Standard Class,Shipped Late,Indiana,Art,7,6,0,1,16,16,0.48,2,34,51,33.96,34
Technology,New York City,United States,Pauline Webber,12/24/2016,East,Corporate,12/27/2016,Second Class,Shipped On Time,New York,Phones,3,3,0,1,89,89,0.45,3,198,296,197.97,198
Office Supplies,New York City,United States,Cari Schnelling,7/21/2017,East,Consumer,7/27/2017,Standard Class,Shipped On Time,New York,Appliances,6,6,0,1,8,8,0.49,4,17,26,17.48,17
Office Supplies,Chicago,United States,David Philippe,10/10/2015,Central,Consumer,10/17/2015,Standard Class,Shipped Late,Illinois,Art,7,6,0.2,1,2,2,0.28,3,8,12,8.02,10
Furniture,Santa Ana,United States,Pauline Johnson,9/8/2016,West,Consumer,9/8/2016,Same Day,Shipped On Time,California,Tables,0,0,0.2,1,39,39,0.27,1,146,219,146.04,183
Technology,Montebello,United States,Brendan Murry,11/20/2016,West,Corporate,11/24/2016,Standard Class,Shipped Early,California,Accessories,4,6,0,1,7,7,0.26,2,28,42,27.88,28
Office Supplies,Thousand Oaks,United States,Dionis Lloyd,10/15/2017,West,Corporate,10/20/2017,Standard Class,Shipped Early,California,Labels,5,6,0,1,20,20,0.13,5,153,229,152.65,153
Furniture,Thousand Oaks,United States,Dionis Lloyd,10/15/2017,West,Corporate,10/20/2017,Standard Class,Shipped Early,California,Furnishings,5,6,0,1,-2,-2,-0.09,1,23,34,22.72,23
Office Supplies,Vineland,United States,Barbara Fisher,7/6/2015,East,Corporate,7/12/2015,Standard Class,Shipped On Time,New Jersey,Art,6,6,0,1,2,2,0.14,4,11,17,11.12,11
Office Supplies,Torrance,United States,Fred Chung,2/5/2017,West,Corporate,2/9/2017,Standard Class,Shipped Early,California,Appliances,4,6,0,1,755,755,0.46,5,1641,2457,1640.7,1641
Technology,Torrance,United States,Fred Chung,2/5/2017,West,Corporate,2/9/2017,Standard Class,Shipped Early,California,Phones,4,6,0.2,1,152,152,0.41,5,371,556,371.2,464
Office Supplies,Troy,United States,Mike Pelletier,12/6/2015,East,Home Office,12/7/2015,First Class,Shipped On Time,Ohio,Binders,1,1,0.7,1,4,4,0.26,3,15,22,14.83,50
Technology,Springfield,United States,Anthony Johnson,9/12/2016,South,Corporate,9/17/2016,Standard Class,Shipped Early,Virginia,Accessories,5,6,0,1,6,6,0.28,3,21,31,20.7,21
Office Supplies,Springfield,United States,Anthony Johnson,9/12/2016,South,Corporate,9/17/2016,Standard Class,Shipped Early,Virginia,Fasteners,5,6,0,1,1,1,0.11,3,11,17,11.34,11
Office Supplies,Springfield,United States,Anthony Johnson,9/12/2016,South,Corporate,9/17/2016,Standard Class,Shipped Early,Virginia,Storage,5,6,0,1,-48,-48,-0.7,5,68,102,67.9,68
Furniture,Springfield,United States,Anthony Johnson,9/12/2016,South,Corporate,9/17/2016,Standard Class,Shipped Early,Virginia,Chairs,5,6,0,1,85,85,0.08,4,1059,1586,1059.12,1059
Furniture,El Cajon,United States,Becky Castell,7/6/2014,West,Home Office,7/12/2014,Standard Class,Shipped On Time,California,Chairs,6,6,0.2,1,220,220,0.46,2,478,717,478.48,598
Office Supplies,Los Angeles,United States,Ricardo Sperren,5/9/2016,West,Corporate,5/14/2016,Standard Class,Shipped Early,California,Paper,5,6,0,1,0,0,0.01,4,32,48,32.04,32
Technology,Phoenix,United States,Nora Paige,7/18/2016,West,Consumer,7/22/2016,Standard Class,Shipped Early,Arizona,Phones,4,6,0.2,1,16,16,0.29,1,56,84,55.99,70
Office Supplies,Frankfort,United States,Bobby Trafton,6/18/2016,Central,Consumer,6/21/2016,First Class,Shipped Late,Illinois,Paper,3,1,0.2,1,8,8,0.1,2,77,115,76.86,96
Furniture,Los Angeles,United States,Benjamin Patterson,4/20/2014,West,Consumer,4/25/2014,Standard Class,Shipped Early,California,Furnishings,5,6,0,1,27,27,0.45,4,60,90,59.92,60
Furniture,Franklin,United States,Jack O'Briant,1/8/2016,Central,Corporate,1/12/2016,Standard Class,Shipped Early,Wisconsin,Bookcases,4,6,0.15,1,-120,-120,-0.09,6,1331,2345,1565.88,1566
Office Supplies,Franklin,United States,Jack O'Briant,1/8/2016,Central,Corporate,1/12/2016,Standard Class,Shipped Early,Wisconsin,Binders,4,6,0,1,37,37,0.35,7,106,159,106.05,106
Office Supplies,Little Rock,United States,Monica Federle,12/23/2017,South,Corporate,12/28/2017,Second Class,Shipped Late,Arkansas,Storage,5,3,0,1,29,29,0.46,4,62,93,62.04,62
Technology,Little Rock,United States,Monica Federle,12/23/2017,South,Corporate,12/28/2017,Second Class,Shipped Late,Arkansas,Phones,5,3,0,1,129,129,0.26,3,495,741,494.97,495
Office Supplies,Little Rock,United States,Monica Federle,12/23/2017,South,Corporate,12/28/2017,Second Class,Shipped Late,Arkansas,Storage,5,3,0,1,173,173,0.47,4,368,551,367.96,368
Office Supplies,Little Rock,United States,Monica Federle,12/23/2017,South,Corporate,12/28/2017,Second Class,Shipped Late,Arkansas,Paper,5,3,0,1,13,13,0.28,2,45,67,44.96,45
Office Supplies,Little Rock,United States,Monica Federle,12/23/2017,South,Corporate,12/28/2017,Second Class,Shipped Late,Arkansas,Envelopes,5,3,0,1,55,55,0.3,3,183,274,182.94,183
Office Supplies,Los Angeles,United States,Pamela Stobb,4/17/2017,West,Consumer,4/22/2017,Standard Class,Shipped Early,California,Paper,5,6,0,1,1,1,0.04,3,28,42,28.14,28
Office Supplies,Los Angeles,United States,Pamela Stobb,4/17/2017,West,Consumer,4/22/2017,Standard Class,Shipped Early,California,Labels,5,6,0,1,3,3,0.46,2,7,11,7.38,7
Office Supplies,Los Angeles,United States,Pamela Stobb,4/17/2017,West,Consumer,4/22/2017,Standard Class,Shipped Early,California,Fasteners,5,6,0,1,5,5,0.47,5,11,16,10.9,11
Technology,Los Angeles,United States,Pamela Stobb,4/17/2017,West,Consumer,4/22/2017,Standard Class,Shipped Early,California,Accessories,5,6,0,1,132,132,0.48,11,275,412,274.89,275
Office Supplies,Los Angeles,United States,Pamela Stobb,4/17/2017,West,Consumer,4/22/2017,Standard Class,Shipped Early,California,Labels,5,6,0,1,11,11,0.47,8,23,35,23.04,23
Furniture,Los Angeles,United States,Pamela Stobb,4/17/2017,West,Consumer,4/22/2017,Standard Class,Shipped Early,California,Chairs,5,6,0.2,1,72,72,0.33,3,218,327,218.35,273
Office Supplies,San Antonio,United States,Maribeth Yedwab,12/1/2017,Central,Corporate,12/8/2017,Standard Class,Shipped Late,Texas,Paper,7,6,0.2,1,2,2,0.17,2,10,16,10.37,13
Office Supplies,Los Angeles,United States,Scot Coram,8/21/2016,West,Corporate,8/28/2016,Standard Class,Shipped Late,California,Binders,7,6,0.2,1,6,6,0.49,2,13,19,12.67,16
Technology,Los Angeles,United States,Scot Coram,8/21/2016,West,Corporate,8/28/2016,Standard Class,Shipped Late,California,Phones,7,6,0.2,1,-8,-8,-0.09,5,92,138,91.96,115
Technology,Los Angeles,United States,Scot Coram,8/21/2016,West,Corporate,8/28/2016,Standard Class,Shipped Late,California,Accessories,7,6,0,1,89,89,0.35,3,255,382,254.97,255
Technology,Los Angeles,United States,Scot Coram,8/21/2016,West,Corporate,8/28/2016,Standard Class,Shipped Late,California,Phones,7,6,0.2,1,12,12,0.38,2,32,48,31.98,40
Furniture,Los Angeles,United States,Scot Coram,8/21/2016,West,Corporate,8/28/2016,Standard Class,Shipped Late,California,Tables,7,6,0.2,1,-664,-664,-0.23,9,2887,4324,2887.06,3609
Office Supplies,Los Angeles,United States,Scot Coram,8/21/2016,West,Corporate,8/28/2016,Standard Class,Shipped Late,California,Paper,7,6,0,1,5,5,0.36,2,13,19,12.96,13
Office Supplies,Los Angeles,United States,Scot Coram,8/21/2016,West,Corporate,8/28/2016,Standard Class,Shipped Late,California,Paper,7,6,0,1,-12,-12,-0.25,9,48,71,47.52,48
Office Supplies,Chicago,United States,Randy Ferguson,12/5/2016,Central,Corporate,12/8/2016,Second Class,Shipped On Time,Illinois,Labels,3,3,0.2,1,1,1,0.06,3,12,18,11.95,15
Office Supplies,Seattle,United States,Sandra Glassco,12/16/2015,West,Consumer,12/19/2015,First Class,Shipped Late,Washington,Paper,3,1,0,1,2,2,0.48,1,5,7,4.98,5
Office Supplies,Beaumont,United States,Tracy Blumstein,10/17/2014,Central,Consumer,10/22/2014,Second Class,Shipped Late,Texas,Binders,5,3,0.8,1,5,5,0.45,5,11,16,10.78,55
Technology,Beaumont,United States,Tracy Blumstein,10/17/2014,Central,Consumer,10/22/2014,Second Class,Shipped Late,Texas,Accessories,5,3,0.2,1,40,40,0.33,3,120,180,119.98,150
Office Supplies,Chesapeake,United States,Michael Moore,9/5/2016,South,Consumer,9/10/2016,Standard Class,Shipped Early,Virginia,Labels,5,6,0,1,12,12,0.47,2,25,38,25.06,25
Furniture,Chesapeake,United States,Michael Moore,9/5/2016,South,Consumer,9/10/2016,Standard Class,Shipped Early,Virginia,Tables,5,6,0.2,1,-2380,-2380,-1.8,3,1322,2475,1652.94,1653
Furniture,Dallas,United States,Claire Gute,10/15/2015,Central,Consumer,10/15/2015,Same Day,Shipped On Time,Texas,Furnishings,0,0,0.6,1,-20,-20,-0.15,6,131,197,131.38,328
Office Supplies,Dallas,United States,Claire Gute,10/15/2015,Central,Consumer,10/15/2015,Same Day,Shipped On Time,Texas,Paper,0,0,0.2,1,2,2,0.47,1,5,8,5.34,6
Furniture,Seattle,United States,Tamara Willingham,12/1/2015,West,Home Office,12/5/2015,Second Class,Shipped Late,Washington,Chairs,4,3,0.2,1,381,381,0.19,5,2004,3001,2003.92,2505
Office Supplies,Seattle,United States,Tamara Willingham,12/1/2015,West,Home Office,12/5/2015,Second Class,Shipped Late,Washington,Paper,4,3,0,1,-23,-23,-0.73,5,32,49,32.4,32
Furniture,Seattle,United States,Tamara Willingham,12/1/2015,West,Home Office,12/5/2015,Second Class,Shipped Late,Washington,Tables,4,3,0.2,1,230,230,0.15,9,1530,2866,1913.4,1913
Office Supplies,Seattle,United States,Tamara Willingham,12/1/2015,West,Home Office,12/5/2015,Second Class,Shipped Late,Washington,Storage,4,3,0,1,9,9,0.06,3,147,220,146.73,147
Office Supplies,Seattle,United States,Tamara Willingham,12/1/2015,West,Home Office,12/5/2015,Second Class,Shipped Late,Washington,Paper,4,3,0,1,55,55,0.48,5,114,171,114.2,114
Furniture,Minneapolis,United States,Bill Donatelli,5/31/2015,Central,Consumer,6/4/2015,Standard Class,Shipped Early,Minnesota,Chairs,4,6,0,1,539,539,0.21,8,2568,3846,2567.84,2568
Technology,Springfield,United States,Helen Abelman,9/10/2017,East,Consumer,9/17/2017,Standard Class,Shipped Late,Ohio,Accessories,7,6,0.2,1,1,1,0.02,4,37,55,37.06,46
Technology,Springfield,United States,Helen Abelman,9/10/2017,East,Consumer,9/17/2017,Standard Class,Shipped Late,Ohio,Phones,7,6,0.4,1,120,120,0.46,2,260,389,259.9,433
Office Supplies,Los Angeles,United States,Lauren Leatherbury,4/25/2017,West,Consumer,5/2/2017,Standard Class,Shipped Late,California,Paper,7,6,0,1,6,6,0.3,3,19,29,19.05,19
Office Supplies,Los Angeles,United States,Lauren Leatherbury,4/25/2017,West,Consumer,5/2/2017,Standard Class,Shipped Late,California,Binders,7,6,0.2,1,18,18,0.24,3,73,110,73.34,91
Technology,Columbus,United States,Saphhira Shifley,9/18/2017,South,Corporate,9/22/2017,Standard Class,Shipped Early,Georgia,Phones,4,6,0,1,-21,-21,-0.22,8,96,143,95.68,96
Office Supplies,Columbus,United States,Saphhira Shifley,9/18/2017,South,Corporate,9/22/2017,Standard Class,Shipped Early,Georgia,Paper,4,6,0,1,23,23,0.46,7,51,76,50.96,51
Office Supplies,Columbus,United States,Saphhira Shifley,9/18/2017,South,Corporate,9/22/2017,Standard Class,Shipped Early,Georgia,Art,4,6,0,1,43,43,0.38,3,114,171,113.94,114
Office Supplies,Columbus,United States,Saphhira Shifley,9/18/2017,South,Corporate,9/22/2017,Standard Class,Shipped Early,Georgia,Paper,4,6,0,1,7,7,0.28,4,26,39,25.92,26
Furniture,Columbus,United States,Saphhira Shifley,9/18/2017,South,Corporate,9/22/2017,Standard Class,Shipped Early,Georgia,Furnishings,4,6,0,1,10,10,0.48,4,20,30,20.32,20
