Category,City,Country,CustomerName,OrderDate,Region,Segment,ShipDate,ShipMode,ShipStatus,State,SubCategory,DaystoShipActual,DaystoShipScheduled,Discount,NumberofRecords,Profit,ProfitperOrder,ProfitRatio,Quantity,Sales,SalesForecast,SalesperCustomer,saleswodic,Discount
Office Supplies,New York City,United States,Sally Matthias,6/23/2016,East,Consumer,6/27/2016,Second Class,Shipped Late,New York,Labels,4,3,0.25,1,4,12.14,0.22,7,19.5,39,25.83,26,0
Office Supplies,Denver,United States,Arthur Prichep,8/23/2014,West,Consumer,8/27/2014,Standard Class,Shipped Early,Colorado,Paper,4,6,0.25,1,5,5.44,0.3,3,15,23,15.55,20,0.2
Office Supplies,Denver,United States,Arthur Prichep,8/23/2014,West,Consumer,8/27/2014,Standard Class,Shipped Early,Colorado,Supplies,4,6,0.25,1,0,0.51,0.03,1,6.5625,10,6.8,9,0.2
Furniture,Denver,United States,Arthur Prichep,8/23/2014,West,Consumer,8/27/2014,Standard Class,Shipped Early,Colorado,Furnishings,4,6,0.18,1,1,1.27,0.32,3,4.1,6,4.22,5,0.2
Technology,Denver,United States,Arthur Prichep,8/23/2014,West,Consumer,8/27/2014,Standard Class,Shipped Early,Colorado,Phones,4,6,0.2,1,12,10.77,0.08,9,144,215,143.64,180,0.2
Office Supplies,Denver,United States,Arthur Prichep,8/23/2014,West,Consumer,8/27/2014,Standard Class,Shipped Early,Colorado,Paper,4,6,0.25,1,9,10.89,0.3,6,29.0625,47,31.1,39,0.2
Office Supplies,Denver,United States,Arthur Prichep,8/23/2014,West,Consumer,8/27/2014,Standard Class,Shipped Early,Colorado,Paper,4,6,0.25,1,54,69.7,0.26,9,209.0625,334,223.06,279,0.2
Technology,New York City,United States,Sibella Parks,2/6/2017,East,Corporate,2/12/2017,Standard Class,Shipped On Time,New York,Phones,6,6,0.2,1,16,65.96,0.09,6,181.6,341,227.46,227,0
Office Supplies,New York City,United States,Sibella Parks,2/6/2017,East,Corporate,2/12/2017,Standard Class,Shipped On Time,New York,Binders,6,6,0.25,1,13,15.61,0.29,4,43.125,69,46.24,58,0.2
Office Supplies,New York City,United States,Rob Dowd,1/29/2017,East,Consumer,2/5/2017,Standard Class,Shipped Late,New York,Labels,7,6,0.25,1,1,2.4,0.21,2,3.75,8,5.22,5,0
Office Supplies,Fremont,United States,Matt Collins,12/20/2016,Central,Consumer,12/23/2016,Second Class,Shipped On Time,Nebraska,Paper,3,3,0.25,1,5,15.59,0.21,5,25.5,51,33.9,34,0
Office Supplies,New York City,United States,Edward Becker,11/11/2016,East,Corporate,11/16/2016,Standard Class,Shipped Early,New York,Storage,5,6,0.25,1,1,7.88,0.03,3,21,42,28.14,28,0
Technology,New York City,United States,Edward Becker,11/11/2016,East,Corporate,11/16/2016,Standard Class,Shipped Early,New York,Accessories,5,6,0.2,1,-1,6.48,-0.02,2,28.8,54,36,36,0
Office Supplies,New York City,United States,Edward Becker,11/11/2016,East,Corporate,11/16/2016,Standard Class,Shipped Early,New York,Art,5,6,0.25,1,1,25.09,0.02,3,69.75,139,92.94,93,0
Furniture,New York City,United States,Edward Becker,11/11/2016,East,Corporate,11/16/2016,Standard Class,Shipped Early,New York,Chairs,5,6,0.18,1,-11,8.19,-0.05,3,224.1333333,368,245.65,273,0.1
Office Supplies,New York City,United States,Edward Becker,11/11/2016,East,Corporate,11/16/2016,Standard Class,Shipped Early,New York,Binders,5,6,0.25,1,13,17.19,0.26,3,51.5625,82,55.01,69,0.2
Office Supplies,New York City,United States,Edward Becker,11/11/2016,East,Corporate,11/16/2016,Standard Class,Shipped Early,New York,Binders,5,6,0.25,1,9,11.45,0.28,3,32.8125,53,35.23,44,0.2
Furniture,San Diego,United States,Jim Epp,11/9/2017,West,Corporate,11/13/2017,Standard Class,Shipped Early,California,Chairs,4,6,0.18,1,64,52.34,0.12,3,536.075,784,523.39,654,0.2
Technology,Lakeland,United States,Cari Schnelling,5/2/2014,South,Consumer,5/4/2014,Second Class,Shipped Early,Florida,Copiers,2,3,0.2,1,91,90,0.19,2,480,719,479.98,600,0.2
Office Supplies,Smyrna,United States,Peter Bühler,9/22/2017,South,Consumer,9/27/2017,Standard Class,Shipped Early,Georgia,Paper,5,6,0.25,1,2,6.22,0.23,2,9.75,19,12.96,13,0
Office Supplies,Smyrna,United States,Peter Bühler,9/22/2017,South,Consumer,9/27/2017,Standard Class,Shipped Early,Georgia,Art,5,6,0.25,1,1,6.46,0.11,3,13.5,27,17.94,18,0
Office Supplies,New York City,United States,Annie Thurman,12/17/2017,East,Consumer,12/23/2017,Standard Class,Shipped On Time,New York,Storage,6,6,0.25,1,0,41.68,0,2,125.25,250,166.72,167,0
Office Supplies,New York City,United States,Annie Thurman,12/17/2017,East,Consumer,12/23/2017,Standard Class,Shipped On Time,New York,Binders,6,6,0.25,1,7,8.38,0.29,3,23.4375,37,24.82,31,0.2
Furniture,New York City,United States,Annie Thurman,12/17/2017,East,Consumer,12/23/2017,Standard Class,Shipped On Time,New York,Furnishings,6,6,0.18,1,4,27.36,0.04,2,101.68,186,124.36,124,0
Technology,Philadelphia,United States,Seth Vernon,7/18/2017,East,Consumer,7/23/2017,Standard Class,Shipped Early,Pennsylvania,Copiers,5,6,0.2,1,256,70,0.32,5,800,899,599.97,1000,0.4
Furniture,Philadelphia,United States,Seth Vernon,7/18/2017,East,Consumer,7/23/2017,Standard Class,Shipped Early,Pennsylvania,Chairs,5,6,0.18,1,12,-14.2,0.05,4,233.1142857,298,198.74,284,0.3
Office Supplies,Philadelphia,United States,Seth Vernon,7/18/2017,East,Consumer,7/23/2017,Standard Class,Shipped Early,Pennsylvania,Supplies,5,6,0.25,1,1,1.15,0.08,2,8.4375,14,9.18,11,0.2
Office Supplies,Dallas,United States,Patrick Jones,11/3/2016,Central,Corporate,11/9/2016,Standard Class,Shipped On Time,Texas,Paper,6,6,0.25,1,3,3.35,0.31,2,8.4375,14,9.25,11,0.2
Furniture,Concord,United States,Nathan Mautz,4/8/2014,West,Home Office,4/12/2014,Standard Class,Shipped Early,California,Tables,4,6,0.18,1,5,2.49,0.05,1,102.5,149,99.59,125,0.2
Technology,Concord,United States,Nathan Mautz,4/8/2014,West,Home Office,4/12/2014,Standard Class,Shipped Early,California,Accessories,4,6,0.2,1,48,139.99,0.15,4,320,599,399.96,400,0
Office Supplies,Nashville,United States,Toby Ritter,8/14/2016,South,Consumer,8/16/2016,First Class,Shipped Late,Tennessee,Paper,2,1,0.25,1,5,5.44,0.3,3,15,23,15.55,20,0.2
Office Supplies,Aurora,United States,Barry Franz,9/25/2014,West,Home Office,9/30/2014,Standard Class,Shipped Early,Colorado,Art,5,6,0.25,1,2,2.37,0.11,2,14.0625,22,14.58,19,0.2
Office Supplies,Anaheim,United States,William Brown,12/11/2016,West,Consumer,12/11/2016,Same Day,Shipped On Time,California,Binders,0,0,0.25,1,55,68.12,0.28,5,196.875,314,209.6,263,0.2
Office Supplies,Anaheim,United States,William Brown,12/11/2016,West,Consumer,12/11/2016,Same Day,Shipped On Time,California,Art,0,0,0.25,1,0,6.06,0.01,2,17.25,35,23.32,23,0
Office Supplies,Anaheim,United States,William Brown,12/11/2016,West,Consumer,12/11/2016,Same Day,Shipped On Time,California,Paper,0,0,0.25,1,5,13.94,0.2,1,23.25,46,30.98,31,0
Technology,Anaheim,United States,William Brown,12/11/2016,West,Consumer,12/11/2016,Same Day,Shipped On Time,California,Accessories,0,0,0.2,1,1,25.19,0.01,4,96,180,119.96,120,0
Furniture,Anaheim,United States,William Brown,12/11/2016,West,Consumer,12/11/2016,Same Day,Shipped On Time,California,Chairs,0,0,0.18,1,-26,-31.84,-0.07,5,373.1,545,363.92,455,0.2
Office Supplies,Anaheim,United States,William Brown,12/11/2016,West,Consumer,12/11/2016,Same Day,Shipped On Time,California,Binders,0,0,0.25,1,9,11.19,0.26,3,33.75,54,35.81,45,0.2
Office Supplies,Anaheim,United States,William Brown,12/11/2016,West,Consumer,12/11/2016,Same Day,Shipped On Time,California,Binders,0,0,0.25,1,32,39.87,0.28,9,115.3125,184,122.69,154,0.2
Furniture,Anaheim,United States,William Brown,12/11/2016,West,Consumer,12/11/2016,Same Day,Shipped On Time,California,Tables,0,0,0.18,1,137,111.52,0.15,7,914.3,1336,892.14,1115,0.2
Office Supplies,Anaheim,United States,William Brown,12/11/2016,West,Consumer,12/11/2016,Same Day,Shipped On Time,California,Storage,0,0,0.25,1,-8,2.01,-0.21,3,37.5,75,50.22,50,0
Office Supplies,Anaheim,United States,William Brown,12/11/2016,West,Consumer,12/11/2016,Same Day,Shipped On Time,California,Appliances,0,0,0.25,1,2,24.19,0.04,2,62.25,125,83.42,83,0
Office Supplies,Anaheim,United States,William Brown,12/11/2016,West,Consumer,12/11/2016,Same Day,Shipped On Time,California,Binders,0,0,0.25,1,2,2.13,0.31,2,5.625,9,5.87,8,0.2
Office Supplies,Pleasant Grove,United States,Ken Heidel,2/3/2015,West,Corporate,2/5/2015,Second Class,Shipped Early,Utah,Binders,2,3,0.25,1,3,4.1,0.29,3,11.25,18,12.14,15,0.2
Office Supplies,Springfield,United States,Ken Lonsdale,12/29/2016,West,Consumer,12/31/2016,Second Class,Shipped Early,Oregon,Envelopes,2,3,0.25,1,9,10.42,0.33,3,26.25,42,27.79,35,0.2
Office Supplies,Salem,United States,Michael Granlund,8/31/2017,West,Home Office,9/5/2017,Standard Class,Shipped Early,Oregon,Supplies,5,6,0.25,1,0,0.7,0.06,2,5.625,9,6.21,8,0.2
Office Supplies,Rochester,United States,Jay Fein,2/4/2017,East,Consumer,2/9/2017,Standard Class,Shipped Early,New York,Appliances,5,6,0.25,1,0,8.49,0.01,3,24.75,49,32.67,33,0
Office Supplies,Los Angeles,United States,Roland Schwarz,12/6/2014,West,Corporate,12/8/2014,First Class,Shipped Late,California,Storage,2,1,0.25,1,9,327.95,0.01,7,945.75,1889,1261.33,1261,0
Office Supplies,Los Angeles,United States,Nancy Lomonaco,5/30/2016,West,Home Office,6/3/2016,Standard Class,Shipped Early,California,Paper,4,6,0.25,1,7,18.66,0.23,6,29.25,58,38.88,39,0
Office Supplies,Dallas,United States,Alejandro Savely,5/21/2016,Central,Corporate,5/26/2016,Standard Class,Shipped Early,Texas,Binders,5,6,0.25,1,-8,-3.24,-1.1,2,7.5,3,1.96,10,0.8
Office Supplies,Dallas,United States,Alejandro Savely,5/21/2016,Central,Corporate,5/26/2016,Standard Class,Shipped Early,Texas,Paper,5,6,0.25,1,26,31,0.33,9,77.8125,124,82.66,104,0.2
Office Supplies,Fresno,United States,Gene McClure,8/9/2014,West,Consumer,8/14/2014,Standard Class,Shipped Early,California,Paper,5,6,0.25,1,1,2.69,0.2,1,4.5,9,5.98,6,0
Office Supplies,Chicago,United States,Stephanie Ulpright,9/5/2016,Central,Home Office,9/10/2016,Second Class,Shipped Late,Illinois,Paper,5,3,0.25,1,3,3.35,0.31,2,8.4375,14,9.25,11,0.2
Office Supplies,Mcallen,United States,Chloris Kastensmidt,7/23/2016,Central,Consumer,7/28/2016,Standard Class,Shipped Early,Texas,Art,5,6,0.25,1,0,0.33,0.03,2,3.75,7,4.45,5,0.2
Office Supplies,Mcallen,United States,Chloris Kastensmidt,7/23/2016,Central,Consumer,7/28/2016,Standard Class,Shipped Early,Texas,Paper,5,6,0.25,1,1,1.81,0.3,1,4.6875,8,5.18,6,0.2
Office Supplies,Mcallen,United States,Chloris Kastensmidt,7/23/2016,Central,Consumer,7/28/2016,Standard Class,Shipped Early,Texas,Art,5,6,0.25,1,7,15.39,0.04,5,165,263,175.92,220,0.2
Office Supplies,Mcallen,United States,Chloris Kastensmidt,7/23/2016,Central,Consumer,7/28/2016,Standard Class,Shipped Early,Texas,Binders,5,6,0.25,1,-23,-8.32,-1.2,4,18.75,7,4.75,25,0.8
Office Supplies,Mcallen,United States,Chloris Kastensmidt,7/23/2016,Central,Consumer,7/28/2016,Standard Class,Shipped Early,Texas,Supplies,5,6,0.25,1,0,1,0.03,2,12.1875,20,13.34,16,0.2
Office Supplies,Seattle,United States,Jill Matthias,5/12/2016,West,Consumer,5/17/2016,Standard Class,Shipped Early,Washington,Envelopes,5,6,0.25,1,10,26.9,0.24,5,41.25,82,54.9,55,0
Office Supplies,Charlotte,United States,Joe Elijah,9/2/2016,South,Consumer,9/6/2016,Standard Class,Shipped Early,North Carolina,Binders,4,6,0.25,1,-18,-17.57,-0.32,7,57.5,34,22.91,77,0.7
Office Supplies,Charlotte,United States,Joe Elijah,9/2/2016,South,Consumer,9/6/2016,Standard Class,Shipped Early,North Carolina,Appliances,4,6,0.25,1,17,34.81,0.06,9,289.6875,463,309.46,386,0.2
Office Supplies,Charlotte,United States,Joe Elijah,9/2/2016,South,Consumer,9/6/2016,Standard Class,Shipped Early,North Carolina,Art,4,6,0.25,1,2,3.4,0.13,4,17.8125,29,19.46,24,0.2
Furniture,Charlotte,United States,Joe Elijah,9/2/2016,South,Consumer,9/6/2016,Standard Class,Shipped Early,North Carolina,Tables,4,6,0.18,1,-65,-149.63,-0.1,3,646.4333333,708,472.52,788,0.4
Technology,Charlotte,United States,Joe Elijah,9/2/2016,South,Consumer,9/6/2016,Standard Class,Shipped Early,North Carolina,Accessories,4,6,0.2,1,304,303.8,0.3,3,1013,1517,1012.68,1266,0.2
Office Supplies,Charlotte,United States,Joe Elijah,9/2/2016,South,Consumer,9/6/2016,Standard Class,Shipped Early,North Carolina,Binders,4,6,0.25,1,-12,-12.63,-0.28,5,42.5,26,17.22,57,0.7
Office Supplies,Concord,United States,Anthony Rawles,7/21/2017,West,Corporate,7/25/2017,Second Class,Shipped Late,California,Art,4,3,0.25,1,1,1.69,0.23,2,3,5,3.52,4,0
Technology,Concord,United States,Anthony Rawles,7/21/2017,West,Corporate,7/25/2017,Second Class,Shipped Late,California,Phones,4,3,0.2,1,130,121.96,0.08,9,1626,2435,1626.19,2033,0.2
Office Supplies,Chester,United States,Adam Hart,9/25/2017,East,Corporate,9/28/2017,First Class,Shipped Late,Pennsylvania,Binders,3,1,0.25,1,-6,-6.3,-0.28,5,22.5,13,8.6,30,0.7
Office Supplies,Chester,United States,Adam Hart,9/25/2017,East,Corporate,9/28/2017,First Class,Shipped Late,Pennsylvania,Supplies,3,1,0.25,1,-50,-42.95,-0.28,2,179.0625,286,190.9,239,0.2
Office Supplies,Los Angeles,United States,George Ashbrook,8/3/2017,West,Consumer,8/6/2017,Second Class,Shipped On Time,California,Storage,3,3,0.25,1,-1,23.97,-0.01,3,75,150,99.87,100,0
Office Supplies,Sparks,United States,Jennifer Ferguson,10/25/2015,West,Consumer,10/27/2015,Second Class,Shipped Early,Nevada,Art,2,3,0.25,1,3,23.81,0.05,4,59.25,119,79.36,79,0
Technology,Los Angeles,United States,Kristen Hastings,6/15/2017,West,Corporate,6/19/2017,Second Class,Shipped Late,California,Phones,4,3,0.2,1,7,7.5,0.06,1,120,180,119.96,150,0.2
Office Supplies,Henderson,United States,Craig Carroll,1/9/2015,South,Consumer,1/13/2015,Standard Class,Shipped Early,Kentucky,Paper,4,6,0.25,1,17,49.97,0.22,3,79.5,159,106.32,106,0
Office Supplies,Henderson,United States,Craig Carroll,1/9/2015,South,Consumer,1/13/2015,Standard Class,Shipped Early,Kentucky,Appliances,4,6,0.25,1,4,45.76,0.03,3,122.25,245,163.44,163,0
Office Supplies,Henderson,United States,Craig Carroll,1/9/2015,South,Consumer,1/13/2015,Standard Class,Shipped Early,Kentucky,Art,4,6,0.25,1,0,11.12,0.01,2,32.25,64,42.76,43,0
Office Supplies,Henderson,United States,Craig Carroll,1/9/2015,South,Consumer,1/13/2015,Standard Class,Shipped Early,Kentucky,Paper,4,6,0.25,1,9,24.23,0.22,5,39,77,51.55,52,0
Technology,Decatur,United States,Jill Fjeld,2/9/2015,Central,Consumer,2/13/2015,Second Class,Shipped Late,Illinois,Accessories,4,3,0.2,1,91,89.99,0.19,6,480,719,479.95,600,0.2
Office Supplies,New York City,United States,Resi Pölking,8/19/2016,East,Consumer,8/20/2016,First Class,Shipped On Time,New York,Binders,1,1,0.25,1,45,55.01,0.33,6,137.8125,220,146.69,184,0.2
Office Supplies,New York City,United States,Resi Pölking,8/19/2016,East,Consumer,8/20/2016,First Class,Shipped On Time,New York,Binders,1,1,0.25,1,73,89.95,0.28,2,259.6875,415,276.78,346,0.2
Office Supplies,New York City,United States,Resi Pölking,8/19/2016,East,Consumer,8/20/2016,First Class,Shipped On Time,New York,Binders,1,1,0.25,1,7,9.18,0.31,5,23.4375,38,25.32,31,0.2
Office Supplies,New York City,United States,Carol Darley,11/6/2017,East,Consumer,11/10/2017,Standard Class,Shipped Early,New York,Paper,4,6,0.25,1,53,149.91,0.22,9,239.25,478,318.96,319,0
Office Supplies,New York City,United States,David Flashing,12/26/2015,East,Consumer,12/30/2015,Second Class,Shipped Late,New York,Paper,4,3,0.25,1,35,99.94,0.22,6,159.75,318,212.64,213,0
Office Supplies,Scottsdale,United States,Sally Matthias,11/23/2014,West,Consumer,11/28/2014,Standard Class,Shipped Early,Arizona,Envelopes,5,6,0.25,1,7,8.8,0.33,3,21.5625,35,23.47,29,0.2
Office Supplies,Amarillo,United States,Susan Gilcrest,8/1/2016,Central,Corporate,8/5/2016,Second Class,Shipped Late,Texas,Paper,4,3,0.25,1,5,6.63,0.29,2,18.75,29,19.65,25,0.2
Office Supplies,Philadelphia,United States,Larry Hughes,9/21/2014,East,Consumer,9/24/2014,First Class,Shipped Late,Pennsylvania,Binders,3,1,0.25,1,-6,-5.04,-0.32,3,17.5,10,6.57,23,0.7
Office Supplies,Santa Ana,United States,Eva Jacobs,9/4/2017,West,Consumer,9/8/2017,Standard Class,Shipped Early,California,Storage,4,6,0.25,1,0,105.27,0,2,315.75,631,421.1,421,0
Furniture,Newark,United States,Katharine Harms,6/19/2017,East,Corporate,6/21/2017,Second Class,Shipped Early,Ohio,Chairs,2,3,0.18,1,53,-43.44,0.06,6,890.2857143,1138,760.12,1086,0.3
Furniture,Newark,United States,Katharine Harms,6/19/2017,East,Corporate,6/21/2017,Second Class,Shipped Early,Ohio,Furnishings,2,3,0.18,1,8,7.27,0.21,3,39.975,58,38.78,49,0.2
Technology,Newark,United States,Katharine Harms,6/19/2017,East,Corporate,6/21/2017,Second Class,Shipped Early,Ohio,Accessories,2,3,0.2,1,1,1.53,0.01,9,122,183,122.33,153,0.2
Technology,New York City,United States,Kunst Miller,4/19/2016,East,Consumer,4/26/2016,Standard Class,Shipped Late,New York,Phones,7,6,0.2,1,-4,0.78,-0.17,2,20.8,39,25.98,26,0
Office Supplies,New York City,United States,Kunst Miller,4/19/2016,East,Consumer,4/26/2016,Standard Class,Shipped Late,New York,Art,7,6,0.25,1,0,1.48,0.2,2,2.25,5,3.28,3,0
Office Supplies,New York City,United States,Kunst Miller,4/19/2016,East,Consumer,4/26/2016,Standard Class,Shipped Late,New York,Storage,7,6,0.25,1,-76,13.8,-0.22,4,345,689,459.88,460,0
Office Supplies,New York City,United States,Kunst Miller,4/19/2016,East,Consumer,4/26/2016,Standard Class,Shipped Late,New York,Supplies,7,6,0.25,1,0,2.25,0.04,2,6,12,7.76,8,0
Office Supplies,New York City,United States,Kunst Miller,4/19/2016,East,Consumer,4/26/2016,Standard Class,Shipped Late,New York,Art,7,6,0.25,1,0,17.99,0,2,54,108,71.96,72,0
Office Supplies,New York City,United States,Kunst Miller,4/19/2016,East,Consumer,4/26/2016,Standard Class,Shipped Late,New York,Supplies,7,6,0.25,1,1,15.37,0.03,5,41.25,82,54.9,55,0
Office Supplies,New York City,United States,Kunst Miller,4/19/2016,East,Consumer,4/26/2016,Standard Class,Shipped Late,New York,Binders,7,6,0.25,1,3,3.25,0.3,2,8.4375,14,9.28,11,0.2
Furniture,Henderson,United States,Lindsay Williams,5/5/2016,West,Corporate,5/6/2016,First Class,Shipped On Time,Nevada,Tables,1,1,0.18,1,14,320.32,0.01,6,1382.52,2525,1685.88,1686,0
Office Supplies,Henderson,United States,Lindsay Williams,5/5/2016,West,Corporate,5/6/2016,First Class,Shipped On Time,Nevada,Binders,1,1,0.25,1,2,2,0.3,2,5.625,9,5.73,8,0.2
Office Supplies,Seattle,United States,Ivan Gibson,10/18/2014,West,Consumer,10/23/2014,Second Class,Shipped Late,Washington,Paper,5,3,0.25,1,9,27.88,0.2,2,46.5,93,61.96,62,0
Office Supplies,Seattle,United States,Ivan Gibson,10/18/2014,West,Consumer,10/23/2014,Second Class,Shipped Late,Washington,Binders,5,3,0.25,1,0,0.47,0.3,1,0.9375,2,1.34,1,0.2
Office Supplies,New York City,United States,Jennifer Patt,2/13/2017,East,Corporate,2/17/2017,Standard Class,Shipped Early,New York,Paper,4,6,0.25,1,3,8.79,0.24,3,13.5,27,17.94,18,0
Office Supplies,Seattle,United States,Greg Guthrie,11/17/2017,West,Corporate,11/24/2017,Standard Class,Shipped Late,Washington,Binders,7,6,0.25,1,4,4.52,0.28,2,13.125,21,13.9,18,0.2
Office Supplies,Smyrna,United States,Muhammed MacIntyre,1/20/2014,South,Corporate,1/26/2014,Standard Class,Shipped On Time,Tennessee,Binders,6,6,0.25,1,-54,-51.52,-0.32,1,167.5,101,67.19,223,0.7
Office Supplies,Seattle,United States,Sean O'Donnell,12/1/2017,West,Consumer,12/8/2017,Standard Class,Shipped Late,Washington,Paper,7,6,0.25,1,6,18.84,0.2,7,31.5,63,41.86,42,0
Furniture,Seattle,United States,Sean O'Donnell,12/1/2017,West,Consumer,12/8/2017,Standard Class,Shipped Late,Washington,Bookcases,7,6,0.18,1,13,41.17,0.11,2,116.44,213,141.96,142,0
Furniture,New York City,United States,Monica Federle,8/9/2015,East,Corporate,8/16/2015,Standard Class,Shipped Late,New York,Furnishings,7,6,0.18,1,2,4.41,0.26,3,8.2,15,10.02,10,0
Office Supplies,New York City,United States,Monica Federle,8/9/2015,East,Corporate,8/16/2015,Standard Class,Shipped Late,New York,Paper,7,6,0.25,1,25,69.18,0.23,3,108,216,144.12,144,0
Office Supplies,Atlanta,United States,James Galang,9/27/2016,South,Consumer,9/29/2016,Second Class,Shipped Early,Georgia,Paper,2,3,0.25,1,3,8.79,0.24,3,13.5,27,17.94,18,0
Office Supplies,Atlanta,United States,James Galang,9/27/2016,South,Consumer,9/29/2016,Second Class,Shipped Early,Georgia,Art,2,3,0.25,1,1,4.58,0.08,3,10.5,21,13.89,14,0
Office Supplies,Newark,United States,Justin MacKendrick,11/14/2016,East,Consumer,11/20/2016,Standard Class,Shipped On Time,Delaware,Paper,6,6,0.25,1,3,7.57,0.21,5,12,25,16.45,16,0
Furniture,Newark,United States,Justin MacKendrick,11/14/2016,East,Consumer,11/20/2016,Standard Class,Shipped On Time,Delaware,Furnishings,6,6,0.18,1,2,6.57,0.15,4,16.4,30,19.92,20,0
Technology,Nashville,United States,Pete Kriz,4/16/2016,South,Consumer,4/22/2016,Standard Class,Shipped On Time,Tennessee,Accessories,6,6,0.2,1,8,8.35,0.24,4,35,53,35.17,44,0.2
Office Supplies,Nashville,United States,Pete Kriz,4/16/2016,South,Consumer,4/22/2016,Standard Class,Shipped On Time,Tennessee,Paper,6,6,0.25,1,32,40,0.28,7,115.3125,184,123.09,154,0.2
Furniture,Richmond,United States,Tonja Turnell,11/26/2017,Central,Home Office,12/1/2017,Standard Class,Shipped Early,Indiana,Tables,5,6,0.18,1,17,67.06,0.08,3,211.56,386,257.94,258,0
Technology,Richmond,United States,Tonja Turnell,11/26/2017,Central,Home Office,12/1/2017,Standard Class,Shipped Early,Indiana,Phones,5,6,0.2,1,135,545.19,0.09,4,1504,2815,1879.96,1880,0
Furniture,Richmond,United States,Tonja Turnell,11/26/2017,Central,Home Office,12/1/2017,Standard Class,Shipped Early,Indiana,Furnishings,5,6,0.18,1,4,9.89,0.18,2,22.14,41,27.46,27,0
Technology,Richmond,United States,Tonja Turnell,11/26/2017,Central,Home Office,12/1/2017,Standard Class,Shipped Early,Indiana,Phones,5,6,0.2,1,20,43.19,0.28,2,72,135,89.98,90,0
Furniture,Richmond,United States,Tonja Turnell,11/26/2017,Central,Home Office,12/1/2017,Standard Class,Shipped Early,Indiana,Chairs,5,6,0.18,1,75,240.29,0.11,3,679.78,1241,828.6,829,0
Office Supplies,Miami,United States,Sung Shariari,11/20/2015,South,Consumer,11/27/2015,Standard Class,Shipped Late,Florida,Binders,7,6,0.25,1,-6,-5.78,-0.35,5,17.5,11,7.23,23,0.7
Office Supplies,Miami,United States,Sung Shariari,11/20/2015,South,Consumer,11/27/2015,Standard Class,Shipped Late,Florida,Storage,7,6,0.25,1,0,1.31,0.03,2,15.9375,26,17.44,21,0.2
Office Supplies,Miami,United States,Sung Shariari,11/20/2015,South,Consumer,11/27/2015,Standard Class,Shipped Late,Florida,Binders,7,6,0.25,1,-55,-50.3,-0.35,4,157.5,94,62.88,210,0.7
Furniture,Miami,United States,Sung Shariari,11/20/2015,South,Consumer,11/27/2015,Standard Class,Shipped Late,Florida,Bookcases,7,6,0.18,1,-33,-36.29,-0.11,3,297.25,435,290.35,363,0.2
Technology,Saint Charles,United States,Trudy Glocke,9/7/2017,Central,Consumer,9/7/2017,Same Day,Shipped On Time,Missouri,Accessories,0,0,0.2,1,19,46.54,0.21,4,91.2,170,113.52,114,0
Furniture,Saint Charles,United States,Trudy Glocke,9/7/2017,Central,Consumer,9/7/2017,Same Day,Shipped On Time,Missouri,Furnishings,0,0,0.18,1,11,37.88,0.1,5,110.7,203,135.3,135,0
Furniture,Virginia Beach,United States,Harold Pawlan,11/24/2014,South,Home Office,11/29/2014,Standard Class,Shipped Early,Virginia,Furnishings,5,6,0.18,1,24,48.91,0.26,5,91.02,166,111.15,111,0
Technology,Philadelphia,United States,Marc Harrigan,3/11/2017,East,Home Office,3/16/2017,Standard Class,Shipped Early,Pennsylvania,Phones,5,6,0.2,1,-31,-181.26,-0.03,5,1036,1163,776.85,1295,0.4
Office Supplies,Philadelphia,United States,Marc Harrigan,3/11/2017,East,Home Office,3/16/2017,Standard Class,Shipped Early,Pennsylvania,Binders,5,6,0.25,1,-8,-8.61,-0.25,1,30,18,12.29,40,0.7
Furniture,Philadelphia,United States,Marc Harrigan,3/11/2017,East,Home Office,3/16/2017,Standard Class,Shipped Early,Pennsylvania,Tables,5,6,0.18,1,-17,-46.43,-0.08,3,211.8333333,232,154.76,258,0.4
Office Supplies,Philadelphia,United States,Marc Harrigan,3/11/2017,East,Home Office,3/16/2017,Standard Class,Shipped Early,Pennsylvania,Storage,5,6,0.25,1,1,3.25,0.03,1,40.3125,65,43.28,54,0.2
Office Supplies,Long Beach,United States,Christy Brittain,6/12/2016,East,Consumer,6/17/2016,Standard Class,Shipped Early,New York,Paper,5,6,0.25,1,14,41.82,0.2,3,69.75,139,92.94,93,0
Office Supplies,Long Beach,United States,Christy Brittain,6/12/2016,East,Consumer,6/17/2016,Standard Class,Shipped Early,New York,Appliances,5,6,0.25,1,4,18.4,0.1,3,39.75,79,52.56,53,0
Technology,Houston,United States,Valerie Dominguez,6/26/2015,Central,Consumer,6/30/2015,Standard Class,Shipped Early,Texas,Phones,4,6,0.2,1,107,109.34,0.11,3,972,1455,971.88,1215,0.2
Furniture,Tuscaloosa,United States,Sharelle Roach,12/22/2017,South,Home Office,12/26/2017,Standard Class,Shipped Early,Alabama,Chairs,4,6,0.18,1,8,35.49,0.07,2,116.44,213,141.96,142,0
Furniture,Mesa,United States,Alex Grayson,12/22/2017,West,Consumer,12/25/2017,Second Class,Shipped On Time,Arizona,Tables,3,3,0.18,1,-126,-135.09,-0.42,2,300.12,273,182.55,366,0.5
Office Supplies,Jacksonville,United States,Bart Pistole,10/9/2014,South,Corporate,10/15/2014,Standard Class,Shipped On Time,North Carolina,Paper,6,6,0.25,1,25,31.07,0.3,2,83.4375,133,88.77,111,0.2
