Category,City,Country,CustomerName,OrderDate,Region,Segment,ShipDate,ShipMode,ShipStatus,State,SubCategory,DaystoShipActual,DaystoShipScheduled,Discount,NumberofRecords,Profit,ProfitperOrder,ProfitRatio,Quantity,Sales,SalesForecast,SalesperCustomer,
Technology,Sandy Springs,United States,Elizabeth Moffitt,12/2/2014,South,Corporate,12/9/2014,StandardClass,ShippedLate,Georgia,Accessories,7,6,0,1,1,0.83,0.14,1,6,9,5.95,6
OfficeSupplies,Sandy Springs,United States,Elizabeth Moffitt,12/2/2014,South,Corporate,12/9/2014,StandardClass,ShippedLate,Georgia,Paper,7,6,0,1,7,7.16,0.47,3,15,23,15.24,15
Technology,Spokane,United States,Jennifer Ferguson,4/5/2015,West,Consumer,4/6/2015,Same Day,ShippedLate,Washington,Accessories,1,0,0,1,26,26.39,0.11,6,240,359,239.94,240
OfficeSupplies,Spokane,United States,Jennifer Ferguson,4/5/2015,West,Consumer,4/6/2015,Same Day,ShippedLate,Washington,Art,1,0,0,1,6,6.44,0.27,8,24,36,23.84,24
OfficeSupplies,Milwaukee,United States,Nona Balk,11/18/2017,Central,Corporate,11/18/2017,Same Day,ShippedOnTime,Wisconsin,Storage,0,0,0,1,25,24.98,0.27,6,93,139,92.52,93
OfficeSupplies,Milwaukee,United States,Nona Balk,11/18/2017,Central,Corporate,11/18/2017,Same Day,ShippedOnTime,Wisconsin,Storage,0,0,0,1,11,10.57,0.28,1,38,57,37.76,38
OfficeSupplies,Milwaukee,United States,Nona Balk,11/18/2017,Central,Corporate,11/18/2017,Same Day,ShippedOnTime,Wisconsin,Labels,0,0,0,1,3,3.47,0.47,2,7,11,7.38,7
Furniture,Milwaukee,United States,Nona Balk,11/18/2017,Central,Corporate,11/18/2017,Same Day,ShippedOnTime,Wisconsin,Furnishings,0,0,0,1,3,2.74,0.47,2,6,9,5.82,6
OfficeSupplies,Fairfield,United States,Cari Schnelling,7/12/2017,East,Consumer,7/18/2017,StandardClass,ShippedOnTime,Ohio,Paper,6,6,0.2,1,1,1.19,0.31,1,4,6,3.82,5
OfficeSupplies,Huntsville,United States,Neil Ducich,5/19/2017,South,Corporate,5/23/2017,StandardClass,ShippedEarly,Alabama,Binders,4,6,0,1,13,12.82,0.49,4,26,39,26.16,26
Technology,Houston,United States,Emily Ducich,12/20/2015,Central,HomeOffice,12/21/2015,FirstClass,ShippedOnTime,Texas,Accessories,1,1,0.2,1,21,21.42,0.21,2,101,151,100.8,126
Furniture,New York City,United States,Erin Ashbrook,2/21/2016,East,Corporate,2/22/2016,FirstClass,ShippedOnTime,New York,Furnishings,1,1,0,1,67,66.54,0.49,7,136,203,135.8,136
OfficeSupplies,Los Angeles,United States,Barry Pond,3/18/2017,West,Corporate,3/22/2017,StandardClass,ShippedEarly,California,Art,4,6,0,1,4,3.75,0.27,5,14,21,13.9,14
OfficeSupplies,Los Angeles,United States,Barry Pond,3/18/2017,West,Corporate,3/22/2017,StandardClass,ShippedEarly,California,Envelopes,4,6,0,1,9,9.31,0.48,5,19,29,19.4,19
OfficeSupplies,Carlsbad,United States,Noel Staavos,12/17/2016,West,Corporate,12/23/2016,StandardClass,ShippedOnTime,New Mexico,Binders,6,6,0.2,1,4,4.38,0.33,2,13,20,13.49,16
OfficeSupplies,Carlsbad,United States,Noel Staavos,12/17/2016,West,Corporate,12/23/2016,StandardClass,ShippedOnTime,New Mexico,Binders,6,6,0.2,1,4,3.85,0.34,1,11,17,11.42,14
OfficeSupplies,Pocatello,United States,Mark Van Huff,3/26/2016,West,Consumer,3/28/2016,SecondClass,ShippedEarly,Idaho,Paper,2,3,0,1,9,8.64,0.49,3,18,26,17.64,18
OfficeSupplies,Pocatello,United States,Mark Van Huff,3/26/2016,West,Consumer,3/28/2016,SecondClass,ShippedEarly,Idaho,Binders,2,3,0.2,1,6,5.54,0.33,3,17,26,17.04,21
Technology,Springfield,United States,Laurel Elliston,12/16/2014,South,Consumer,12/18/2014,SecondClass,ShippedEarly,Virginia,Accessories,2,3,0,1,8,8,0.08,2,100,150,99.98,100
Furniture,Springfield,United States,Laurel Elliston,12/16/2014,South,Consumer,12/18/2014,SecondClass,ShippedEarly,Virginia,Furnishings,2,3,0,1,10,9.72,0.33,6,29,44,29.46,29
OfficeSupplies,Toledo,United States,Victoria Pisteka,11/15/2015,East,Corporate,11/20/2015,StandardClass,ShippedEarly,Ohio,Binders,5,6,0.7,1,-117,-116.84,-0.7,13,167,250,166.92,557
Furniture,Fort Collins,United States,Tony Chapman,8/22/2016,West,HomeOffice,8/23/2016,FirstClass,ShippedOnTime,Colorado,Furnishings,1,1,0.2,1,10,9.83,0.1,3,98,147,98.33,123
Furniture,New York City,United States,Sheri Gordon,6/29/2015,East,Consumer,7/2/2015,FirstClass,ShippedLate,New York,Chairs,3,1,0.1,1,1,1.31,0.01,1,118,177,117.88,131
Technology,New York City,United States,Victoria Pisteka,6/26/2016,East,Corporate,7/2/2016,StandardClass,ShippedOnTime,New York,Accessories,6,6,0,1,9,9.02,0.43,3,21,31,20.97,21
Technology,New York City,United States,Victoria Pisteka,6/26/2016,East,Corporate,7/2/2016,StandardClass,ShippedOnTime,New York,Accessories,6,6,0,1,10,9.8,0.07,4,140,210,139.96,140
Furniture,New York City,United States,Victoria Pisteka,6/26/2016,East,Corporate,7/2/2016,StandardClass,ShippedOnTime,New York,Furnishings,6,6,0,1,13,12.83,0.34,3,38,57,37.74,38
Furniture,Marlborough,United States,Patrick O'Donnell,9/17/2016,East,Consumer,9/22/2016,StandardClass,ShippedEarly,Massachusetts,Furnishings,5,6,0,1,6,6.22,0.42,3,15,22,14.82,15
Furniture,Marlborough,United States,Patrick O'Donnell,9/17/2016,East,Consumer,9/22/2016,StandardClass,ShippedEarly,Massachusetts,Furnishings,5,6,0,1,61,61.38,0.32,3,192,287,191.82,192
OfficeSupplies,New Rochelle,United States,Jack Lebron,7/18/2014,East,Consumer,7/23/2014,StandardClass,ShippedEarly,New York,Binders,5,6,0.2,1,5,4.52,0.33,2,14,21,13.9,18
OfficeSupplies,Seattle,United States,Rick Wilson,9/1/2017,West,Corporate,9/1/2017,Same Day,ShippedOnTime,Washington,Appliances,0,0,0,1,104,103.82,0.33,4,315,471,314.6,315
Furniture,Seattle,United States,Rick Wilson,9/1/2017,West,Corporate,9/1/2017,Same Day,ShippedOnTime,Washington,Tables,0,0,0,1,45,45.37,0.16,4,284,425,283.56,284
Furniture,Detroit,United States,Rick Bensley,6/22/2017,Central,HomeOffice,6/26/2017,StandardClass,ShippedEarly,Michigan,Chairs,4,6,0,1,146,146.39,0.3,2,488,731,487.96,488
OfficeSupplies,Fayetteville,United States,Sanjit Chand,9/2/2014,South,Consumer,9/7/2014,StandardClass,ShippedEarly,Arkansas,Binders,5,6,0,1,843,843.17,0.47,2,1794,2687,1793.98,1794
OfficeSupplies,Quincy,United States,Eric Murdock,10/1/2015,Central,Consumer,10/5/2015,StandardClass,ShippedEarly,Illinois,Binders,4,6,0.8,1,-4,-4.49,-1.5,4,3,4,2.99,15
Technology,Quincy,United States,Eric Murdock,10/1/2015,Central,Consumer,10/5/2015,StandardClass,ShippedEarly,Illinois,Accessories,4,6,0.2,1,3,2.72,0.03,4,109,163,108.77,136
OfficeSupplies,New York City,United States,Resi Pölking,4/7/2015,East,Consumer,4/10/2015,FirstClass,ShippedLate,New York,Paper,3,1,0,1,12,12.44,0.48,4,26,39,25.92,26
OfficeSupplies,New York City,United States,Resi Pölking,4/7/2015,East,Consumer,4/10/2015,FirstClass,ShippedLate,New York,Storage,3,1,0,1,6,5.87,0.26,2,23,34,22.58,23
Technology,Houston,United States,Henia Zydlo,11/21/2017,Central,Consumer,11/21/2017,Same Day,ShippedOnTime,Texas,Phones,0,0,0.2,1,-12,-12.41,-0.23,3,55,83,55.18,69
OfficeSupplies,Detroit,United States,Adrian Barton,12/17/2016,Central,Consumer,12/21/2016,StandardClass,ShippedEarly,Michigan,Binders,4,6,0,1,4946,4946.37,0.5,13,9893,14815,9892.74,9893
Furniture,Chandler,United States,Neil Ducich,9/19/2014,West,Corporate,9/24/2014,StandardClass,ShippedEarly,Arizona,Tables,5,6,0.5,1,-46,-45.83,-0.62,1,74,111,73.92,148
Furniture,Hollywood,United States,Xylona Preis,9/28/2014,South,Consumer,10/3/2014,StandardClass,ShippedEarly,Florida,Furnishings,5,6,0.2,1,17,16.85,0.05,4,337,505,337.09,421
OfficeSupplies,Los Angeles,United States,Muhammed MacIntyre,9/22/2015,West,Corporate,9/26/2015,SecondClass,ShippedLate,California,Appliances,4,3,0,1,17,16.59,0.27,3,61,92,61.44,61
Technology,San Francisco,United States,Marina Lichtenstein,11/7/2016,West,Corporate,11/13/2016,StandardClass,ShippedOnTime,California,Accessories,6,6,0,1,163,163.19,0.34,3,480,719,479.97,480
OfficeSupplies,Sunnyvale,United States,Kalyca Meade,12/16/2017,West,Corporate,12/20/2017,SecondClass,ShippedLate,California,Binders,4,3,0.2,1,2,2.24,0.38,2,6,9,5.98,8
Technology,Sunnyvale,United States,Kalyca Meade,12/16/2017,West,Corporate,12/20/2017,SecondClass,ShippedLate,California,Accessories,4,3,0,1,46,45.59,0.24,5,190,284,189.95,190
Technology,Sunnyvale,United States,Kalyca Meade,12/16/2017,West,Corporate,12/20/2017,SecondClass,ShippedLate,California,Accessories,4,3,0,1,31,31.49,0.21,5,150,225,149.95,150
OfficeSupplies,Sunnyvale,United States,Kalyca Meade,12/16/2017,West,Corporate,12/20/2017,SecondClass,ShippedLate,California,Art,4,3,0,1,9,8.69,0.29,5,30,45,29.95,30
OfficeSupplies,Sunnyvale,United States,Kalyca Meade,12/16/2017,West,Corporate,12/20/2017,SecondClass,ShippedLate,California,Labels,4,3,0,1,22,22.2,0.5,3,44,66,44.4,44
OfficeSupplies,New York City,United States,Sara Luxemburg,9/21/2014,East,HomeOffice,9/25/2014,StandardClass,ShippedEarly,New York,Art,4,6,0,1,17,17.17,0.26,3,66,99,66.03,66
OfficeSupplies,Los Angeles,United States,Anthony Jacobs,5/18/2015,West,Corporate,5/22/2015,StandardClass,ShippedEarly,California,Paper,4,6,0,1,5,5.32,0.49,2,11,16,10.86,11
OfficeSupplies,San Francisco,United States,Damala Kotsonis,3/26/2014,West,Corporate,3/31/2014,SecondClass,ShippedLate,California,Art,5,3,0,1,1,0.84,0.25,2,3,5,3.36,3
OfficeSupplies,San Francisco,United States,Damala Kotsonis,3/26/2014,West,Corporate,3/31/2014,SecondClass,ShippedLate,California,Binders,5,3,0.2,1,9,9.43,0.34,4,28,42,27.94,35
Technology,San Francisco,United States,Damala Kotsonis,3/26/2014,West,Corporate,3/31/2014,SecondClass,ShippedLate,California,Phones,5,3,0.2,1,3,2.88,0.1,2,29,43,28.78,36
OfficeSupplies,Santa Ana,United States,Berenike Kampe,9/22/2017,West,Consumer,9/28/2017,StandardClass,ShippedOnTime,California,Supplies,6,6,0,1,6,6.15,0.28,2,22,33,21.96,22
Technology,Seattle,United States,Craig Carreira,9/12/2015,West,Consumer,9/17/2015,SecondClass,ShippedLate,Washington,Accessories,5,3,0,1,9,8.57,0.39,2,22,33,21.98,22
Furniture,New York City,United States,Emily Ducich,11/2/2015,East,HomeOffice,11/4/2015,FirstClass,ShippedLate,New York,Chairs,2,1,0.1,1,553,553.39,0.21,11,2621,3926,2621.32,2912
Furniture,Los Angeles,United States,Stewart Visinsky,10/20/2015,West,Consumer,10/24/2015,StandardClass,ShippedEarly,California,Furnishings,4,6,0,1,24,23.92,0.32,7,75,112,74.76,75
Furniture,Los Angeles,United States,Stewart Visinsky,10/20/2015,West,Consumer,10/24/2015,StandardClass,ShippedEarly,California,Tables,4,6,0.2,1,27,27.36,0.08,3,365,546,364.78,456
Furniture,Seattle,United States,Anthony Rawles,6/14/2016,West,Corporate,6/18/2016,StandardClass,ShippedEarly,Washington,Tables,4,6,0,1,335,334.55,0.3,7,1115,1670,1115.17,1115
OfficeSupplies,San Diego,United States,Chris Selesnick,11/20/2015,West,Corporate,11/21/2015,FirstClass,ShippedOnTime,California,Binders,1,1,0.2,1,34,33.64,0.38,4,90,134,89.7,113
OfficeSupplies,San Diego,United States,Chris Selesnick,11/20/2015,West,Corporate,11/21/2015,FirstClass,ShippedOnTime,California,Labels,1,1,0,1,24,23.56,0.47,4,50,75,50.12,50
OfficeSupplies,New York City,United States,Rick Reed,2/28/2016,East,Corporate,3/6/2016,StandardClass,ShippedLate,New York,Fasteners,7,6,0,1,18,18.24,0.5,6,36,55,36.48,36
OfficeSupplies,Chicago,United States,Bradley Drucker,10/14/2014,Central,Consumer,10/20/2014,StandardClass,ShippedOnTime,Illinois,Paper,6,6,0.2,1,101,100.68,0.31,13,322,483,322.19,403
OfficeSupplies,Chicago,United States,Bradley Drucker,10/14/2014,Central,Consumer,10/20/2014,StandardClass,ShippedOnTime,Illinois,Binders,6,6,0.8,1,-5,-4.86,-1.65,3,3,4,2.95,15
OfficeSupplies,Chicago,United States,Bradley Drucker,10/14/2014,Central,Consumer,10/20/2014,StandardClass,ShippedOnTime,Illinois,Paper,6,6,0.2,1,7,6.94,0.36,4,19,29,19.14,24
Technology,Harrisonburg,United States,Bryan Mills,5/26/2017,South,Consumer,5/30/2017,StandardClass,ShippedEarly,Virginia,Accessories,4,6,0,1,7,6.92,0.3,2,23,35,23.08,23
Technology,Rockville,United States,Maribeth Schnelling,2/4/2016,East,Consumer,2/10/2016,StandardClass,ShippedOnTime,Maryland,Phones,6,6,0,1,24,23.52,0.26,2,90,136,90.48,90
Furniture,Des Moines,United States,Becky Martin,9/2/2016,West,Consumer,9/5/2016,SecondClass,ShippedOnTime,Washington,Chairs,3,3,0.2,1,-3,-2.7,-0.01,3,216,323,215.98,270
OfficeSupplies,Des Moines,United States,Becky Martin,9/2/2016,West,Consumer,9/5/2016,SecondClass,ShippedOnTime,Washington,Envelopes,3,3,0,1,31,30.99,0.47,3,66,99,65.94,66
Furniture,Philadelphia,United States,Katrina Edelman,12/4/2017,East,Corporate,12/5/2017,FirstClass,ShippedOnTime,Pennsylvania,Furnishings,1,1,0.2,1,3,2.7,0.24,3,11,17,11.35,14
OfficeSupplies,Columbus,United States,Sam Zeldin,6/12/2015,Central,HomeOffice,6/16/2015,StandardClass,ShippedEarly,Indiana,Storage,4,6,0,1,7,6.88,0.28,2,25,37,24.56,25
OfficeSupplies,Springfield,United States,Mick Brown,9/4/2016,Central,Consumer,9/8/2016,StandardClass,ShippedEarly,Missouri,Envelopes,4,6,0,1,8,7.78,0.47,2,17,25,16.56,17
Technology,Springfield,United States,Mick Brown,9/4/2016,Central,Consumer,9/8/2016,StandardClass,ShippedEarly,Missouri,Accessories,4,6,0,1,67,67.19,0.24,5,280,419,279.95,280
OfficeSupplies,Henderson,United States,Dorothy Badders,4/21/2014,South,Corporate,4/26/2014,StandardClass,ShippedEarly,Kentucky,Storage,5,6,0,1,0,0,0,6,829,1241,828.84,829
OfficeSupplies,Lakewood,United States,Christy Brittain,11/5/2015,East,Consumer,11/8/2015,FirstClass,ShippedLate,Ohio,Binders,3,1,0.7,1,-6,-5.53,-0.77,3,7,11,7.22,23
OfficeSupplies,Lakewood,United States,Christy Brittain,11/5/2015,East,Consumer,11/8/2015,FirstClass,ShippedLate,Ohio,Supplies,3,1,0.2,1,2,2.04,0.08,4,27,41,27.2,34
Technology,Omaha,United States,Stephanie Phelps,11/3/2014,Central,Corporate,11/7/2014,StandardClass,ShippedEarly,Nebraska,Accessories,4,6,0,1,19,18.89,0.21,3,90,135,89.97,90
Furniture,Henderson,United States,Giulietta Weimer,2/16/2016,South,Consumer,2/23/2016,StandardClass,ShippedLate,Kentucky,Furnishings,7,6,0,1,35,34.99,0.11,4,318,476,318.08,318
OfficeSupplies,Henderson,United States,Giulietta Weimer,2/16/2016,South,Consumer,2/23/2016,StandardClass,ShippedLate,Kentucky,Binders,7,6,0,1,3,2.61,0.45,1,6,9,5.8,6
Technology,Santa Ana,United States,Ken Heidel,9/11/2017,West,Corporate,9/13/2017,SecondClass,ShippedEarly,California,Phones,2,3,0.2,1,18,17.99,0.13,6,144,216,143.95,180
OfficeSupplies,Santa Ana,United States,Ken Heidel,9/11/2017,West,Corporate,9/13/2017,SecondClass,ShippedEarly,California,Paper,2,3,0,1,9,9.33,0.48,3,19,29,19.44,19
OfficeSupplies,Springfield,United States,Barry Gonzalez,11/2/2017,South,Consumer,11/6/2017,StandardClass,ShippedEarly,Virginia,Art,4,6,0,1,1,1.45,0.26,2,6,8,5.56,6
OfficeSupplies,Suffolk,United States,Lori Olson,2/6/2015,South,Corporate,2/8/2015,FirstClass,ShippedLate,Virginia,Storage,2,1,0,1,3,2.93,0.02,3,147,220,146.73,147
OfficeSupplies,Suffolk,United States,Lori Olson,2/6/2015,South,Corporate,2/8/2015,FirstClass,ShippedLate,Virginia,Paper,2,1,0,1,13,13.45,0.45,5,30,45,29.9,30
OfficeSupplies,Los Angeles,United States,Dianna Vittorini,9/10/2016,West,Consumer,9/12/2016,SecondClass,ShippedEarly,California,Binders,2,3,0.2,1,90,89.95,0.33,2,277,415,276.78,346
OfficeSupplies,Houston,United States,Lisa Ryan,9/26/2016,Central,Corporate,9/30/2016,StandardClass,ShippedEarly,Texas,Appliances,4,6,0.8,1,-251,-251.19,-2.7,2,93,139,93.03,465
Furniture,Houston,United States,Lisa Ryan,9/26/2016,Central,Corporate,9/30/2016,StandardClass,ShippedEarly,Texas,Chairs,4,6,0.3,1,-136,-136.49,-0.3,5,455,681,454.96,650
Technology,Cary,United States,Rick Reed,12/15/2015,South,Corporate,12/20/2015,StandardClass,ShippedEarly,North Carolina,Phones,5,6,0.2,1,22,21.54,0.09,3,246,369,246.17,308
OfficeSupplies,Springfield,United States,Troy Staebel,9/17/2016,East,Consumer,9/20/2016,SecondClass,ShippedOnTime,Ohio,Storage,3,3,0.2,1,-63,-62.77,-0.21,5,295,442,295.4,369
OfficeSupplies,Louisville,United States,Alan Hwang,10/13/2017,South,Consumer,10/15/2017,FirstClass,ShippedLate,Kentucky,Storage,2,1,0,1,105,104.57,0.3,8,349,522,348.56,349
OfficeSupplies,Troy,United States,Dorothy Wardle,6/28/2015,East,Corporate,7/3/2015,SecondClass,ShippedLate,Ohio,Paper,5,3,0.2,1,5,5.44,0.35,3,16,23,15.55,20
Furniture,Troy,United States,Dorothy Wardle,6/28/2015,East,Corporate,7/3/2015,SecondClass,ShippedLate,Ohio,Bookcases,5,3,0.5,1,-377,-376.69,-0.78,6,483,723,482.94,966
Technology,Detroit,United States,Ashley Jarboe,6/1/2015,Central,Consumer,6/5/2015,StandardClass,ShippedEarly,Michigan,Phones,4,6,0,1,84,83.99,0.28,2,300,449,299.98,300
OfficeSupplies,Detroit,United States,Ashley Jarboe,6/1/2015,Central,Consumer,6/5/2015,StandardClass,ShippedEarly,Michigan,Binders,4,6,0,1,182,181.66,0.45,6,404,605,403.68,404
Technology,Detroit,United States,Ashley Jarboe,6/1/2015,Central,Consumer,6/5/2015,StandardClass,ShippedEarly,Michigan,Phones,4,6,0,1,12,11.73,0.28,2,42,63,41.9,42
OfficeSupplies,Detroit,United States,Ashley Jarboe,6/1/2015,Central,Consumer,6/5/2015,StandardClass,ShippedEarly,Michigan,Labels,4,6,0,1,13,13.3,0.46,7,29,43,28.91,29
OfficeSupplies,Bloomington,United States,Stewart Visinsky,4/12/2014,Central,Consumer,4/17/2014,StandardClass,ShippedEarly,Indiana,Paper,5,6,0,1,16,15.55,0.48,5,32,49,32.4,32
Technology,Dallas,United States,Matthew Grinstein,10/12/2017,Central,HomeOffice,10/16/2017,StandardClass,ShippedEarly,Texas,Phones,4,6,0.2,1,28,27.72,0.08,7,370,553,369.54,463
OfficeSupplies,Dallas,United States,Matthew Grinstein,10/12/2017,Central,HomeOffice,10/16/2017,StandardClass,ShippedEarly,Texas,Paper,4,6,0.2,1,4,3.76,0.36,2,10,16,10.37,13
Technology,Dallas,United States,Matthew Grinstein,10/12/2017,Central,HomeOffice,10/16/2017,StandardClass,ShippedEarly,Texas,Accessories,4,6,0.2,1,129,128.68,0.16,3,792,1186,791.88,990
OfficeSupplies,Houston,United States,Adrian Barton,11/7/2015,Central,Consumer,11/12/2015,StandardClass,ShippedEarly,Texas,Art,5,6,0.2,1,5,5.32,0.23,3,24,35,23.64,30
OfficeSupplies,Houston,United States,Adrian Barton,11/7/2015,Central,Consumer,11/12/2015,StandardClass,ShippedEarly,Texas,Storage,5,6,0.2,1,-17,-16.96,-0.2,2,85,127,84.78,106
Furniture,Houston,United States,Adrian Barton,11/7/2015,Central,Consumer,11/12/2015,StandardClass,ShippedEarly,Texas,Furnishings,5,6,0.6,1,-84,-84.45,-1.3,5,65,97,64.96,163
OfficeSupplies,Houston,United States,Adrian Barton,11/7/2015,Central,Consumer,11/12/2015,StandardClass,ShippedEarly,Texas,Binders,5,6,0.8,1,-51,-51.3,-1.6,10,32,48,32.06,160
OfficeSupplies,Houston,United States,Adrian Barton,11/7/2015,Central,Consumer,11/12/2015,StandardClass,ShippedEarly,Texas,Storage,5,6,0.2,1,-29,-28.87,-0.16,2,178,266,177.65,223
Technology,Houston,United States,Adrian Barton,11/7/2015,Central,Consumer,11/12/2015,StandardClass,ShippedEarly,Texas,Machines,5,6,0.4,1,34,33.59,0.12,3,288,431,287.91,480
OfficeSupplies,Haltom City,United States,Muhammed MacIntyre,5/25/2015,Central,Corporate,5/28/2015,FirstClass,ShippedLate,Texas,Supplies,3,1,0.2,1,2,1.68,0.08,2,22,33,22.37,28
OfficeSupplies,Haltom City,United States,Muhammed MacIntyre,5/25/2015,Central,Corporate,5/28/2015,FirstClass,ShippedLate,Texas,Paper,3,1,0.2,1,12,11.73,0.36,7,32,48,32.37,40
Technology,Haltom City,United States,Muhammed MacIntyre,5/25/2015,Central,Corporate,5/28/2015,FirstClass,ShippedLate,Texas,Accessories,3,1,0.2,1,36,36.4,0.18,2,208,311,207.98,260
OfficeSupplies,Richmond,United States,Michelle Arnett,10/13/2014,South,HomeOffice,10/15/2014,FirstClass,ShippedLate,Virginia,Envelopes,2,1,0,1,17,17.47,0.48,5,36,55,36.4,36
Technology,Richmond,United States,Michelle Arnett,10/13/2014,South,HomeOffice,10/15/2014,FirstClass,ShippedLate,Virginia,Accessories,2,1,0,1,4,4.36,0.19,2,23,34,22.96,23
OfficeSupplies,Richmond,United States,Michelle Arnett,10/13/2014,South,HomeOffice,10/15/2014,FirstClass,ShippedLate,Virginia,Storage,2,1,0,1,6,6.3,0.02,4,315,472,315.2,315
OfficeSupplies,Richmond,United States,Michelle Arnett,10/13/2014,South,HomeOffice,10/15/2014,FirstClass,ShippedLate,Virginia,Binders,2,1,0,1,7,7.13,0.47,3,15,23,15.18,15
Technology,Los Angeles,United States,Erica Bern,2/7/2016,West,Corporate,2/10/2016,SecondClass,ShippedOnTime,California,Phones,3,3,0.2,1,39,39,0.06,5,624,934,623.96,780
Technology,Philadelphia,United States,Neola Schneider,1/19/2017,East,Consumer,1/24/2017,SecondClass,ShippedLate,Pennsylvania,Phones,5,3,0.4,1,-93,-93.08,-0.22,2,430,643,429.6,717
Furniture,Philadelphia,United States,Neola Schneider,1/19/2017,East,Consumer,1/24/2017,SecondClass,ShippedLate,Pennsylvania,Furnishings,5,3,0.2,1,6,6.39,0.2,2,32,48,31.97,40
Furniture,Philadelphia,United States,Neola Schneider,1/19/2017,East,Consumer,1/24/2017,SecondClass,ShippedLate,Pennsylvania,Chairs,5,3,0.3,1,-63,-63.38,-0.07,3,887,1329,887.27,1267
OfficeSupplies,Philadelphia,United States,Neola Schneider,1/19/2017,East,Consumer,1/24/2017,SecondClass,ShippedLate,Pennsylvania,Paper,5,3,0.2,1,7,7.05,0.33,4,22,32,21.7,28
OfficeSupplies,Los Angeles,United States,Ross Baird,6/6/2016,West,HomeOffice,6/12/2016,StandardClass,ShippedOnTime,California,Labels,6,6,0,1,11,10.58,0.48,7,22,33,22.05,22
OfficeSupplies,Los Angeles,United States,Ross Baird,6/6/2016,West,HomeOffice,6/12/2016,StandardClass,ShippedOnTime,California,Paper,6,6,0,1,47,46.95,0.47,5,100,150,99.9,100
OfficeSupplies,Los Angeles,United States,Jason Klamczynski,3/18/2017,West,Corporate,3/20/2017,SecondClass,ShippedEarly,California,Appliances,2,3,0,1,26,26.35,0.29,7,91,136,90.86,91
OfficeSupplies,San Francisco,United States,Patrick Ryan,11/24/2017,West,Consumer,11/24/2017,Same Day,ShippedOnTime,California,Paper,0,0,0,1,4,3.5,0.45,1,8,12,7.78,8
OfficeSupplies,Philadelphia,United States,Eric Hoffmann,11/26/2016,East,Consumer,11/28/2016,SecondClass,ShippedEarly,Pennsylvania,Binders,2,3,0.7,1,-58,-57.76,-0.73,9,79,118,78.76,263
Furniture,Houston,United States,Matt Abelman,8/18/2016,Central,HomeOffice,8/20/2016,SecondClass,ShippedEarly,Texas,Furnishings,2,3,0.6,1,-4,-3.82,-0.4,3,10,14,9.55,25
Furniture,Houston,United States,Matt Abelman,8/18/2016,Central,HomeOffice,8/20/2016,SecondClass,ShippedEarly,Texas,Furnishings,2,3,0.6,1,-2,-2.14,-0.4,4,5,8,5.34,13
OfficeSupplies,Las Cruces,United States,Michelle Arnett,11/28/2015,West,HomeOffice,12/3/2015,StandardClass,ShippedEarly,New Mexico,Art,5,6,0,1,3,3.48,0.42,2,8,12,8.28,8
OfficeSupplies,Houston,United States,Jeremy Lonsdale,5/25/2017,Central,Consumer,6/1/2017,StandardClass,ShippedLate,Texas,Storage,7,6,0.2,1,-11,-11.28,-0.23,3,50,75,50.14,63
OfficeSupplies,Redmond,United States,Aaron Smayling,9/4/2017,West,Corporate,9/5/2017,FirstClass,ShippedOnTime,Oregon,Binders,1,1,0.7,1,-59,-58.72,-0.67,7,88,132,88.07,293
Furniture,Cleveland,United States,Dan Campbell,3/24/2016,East,Consumer,3/26/2016,SecondClass,ShippedEarly,Ohio,Bookcases,2,3,0.5,1,-241,-241.18,-0.8,3,301,451,301.47,602
OfficeSupplies,Cleveland,United States,Dan Campbell,3/24/2016,East,Consumer,3/26/2016,SecondClass,ShippedEarly,Ohio,Art,2,3,0.2,1,2,1.63,0.09,2,19,28,18.66,24
Furniture,Laurel,United States,Michael Dominguez,5/28/2017,East,Corporate,6/1/2017,StandardClass,ShippedEarly,Maryland,Furnishings,4,6,0,1,10,9.89,0.36,2,27,41,27.46,27
OfficeSupplies,Laurel,United States,Michael Dominguez,5/28/2017,East,Corporate,6/1/2017,StandardClass,ShippedEarly,Maryland,Appliances,4,6,0,1,36,36.29,0.29,3,125,187,125.13,125
Technology,San Diego,United States,Rick Huthwaite,8/31/2015,West,HomeOffice,9/4/2015,StandardClass,ShippedEarly,California,Phones,4,6,0.2,1,42,41.7,0.08,5,556,833,555.96,695
OfficeSupplies,Wilson,United States,Thomas Boland,4/12/2016,South,Corporate,4/17/2016,StandardClass,ShippedEarly,North Carolina,Storage,5,6,0.2,1,-23,-22.67,-0.18,3,130,194,129.55,163
OfficeSupplies,Wilson,United States,Thomas Boland,4/12/2016,South,Corporate,4/17/2016,StandardClass,ShippedEarly,North Carolina,Storage,5,6,0.2,1,-5,-5.2,-0.1,1,52,78,51.98,65
OfficeSupplies,Wilson,United States,Thomas Boland,4/12/2016,South,Corporate,4/17/2016,StandardClass,ShippedEarly,North Carolina,Paper,5,6,0.2,1,3,3.47,0.34,3,10,15,10.27,13
OfficeSupplies,Saint Petersburg,United States,Eric Barreto,2/2/2014,South,Consumer,2/9/2014,StandardClass,ShippedLate,Florida,Binders,7,6,0.7,1,-12,-12.22,-0.67,2,18,27,18.34,60
